Ancient Archives (1)	Gain 1 Tome of Traits.	https://raw.communitydragon.org/pbe/game/assets/maps/particles/tft/item_icons/augments/hexcore/ancientarchives1.tft_set6.png
Junkyard (2)	Gain a random component every 3 combat rounds with the Scrap Trait active. Gain an Ezreal.	https://raw.communitydragon.org/pbe/game/assets/maps/particles/tft/item_icons/augments/hexcore/junkyard2.tft_set6.png
Keepers (1/2/3)	At the start of combat, your units grant adjacent allies a 150/225/250 health shield for 8 seconds.	https://raw.communitydragon.org/pbe/game/assets/maps/particles/tft/item_icons/augments/hexcore/keepers-i.tft_set6_stage2.png,https://raw.communitydragon.org/pbe/game/assets/maps/particles/tft/item_icons/augments/hexcore/keepers-ii.tft_set6_stage2.png,https://raw.communitydragon.org/pbe/game/assets/maps/particles/tft/item_icons/augments/hexcore/keepers-iii.tft_set6_stage2.png
Knife's Edge (1/2/3)	Your units that start combat in the front 2 rows gain 30/40/55 Attack Damage.	https://raw.communitydragon.org/pbe/game/assets/maps/particles/tft/item_icons/augments/hexcore/cqctraining1.tft_set6.png,https://raw.communitydragon.org/pbe/game/assets/maps/particles/tft/item_icons/augments/hexcore/cqctraining2.tft_set6.png,https://raw.communitydragon.org/pbe/game/assets/maps/particles/tft/item_icons/augments/hexcore/cqctraining3.tft_set6.png
Level Up! (3)	When you buy experience points, gain an additional 3. You can now reach level 10.	https://raw.communitydragon.org/pbe/game/assets/maps/particles/tft/item_icons/augments/hexcore/levelup3.tft_set6.png
Lifelong Learning (1)	Scholars permanently gain 2 Ability Power after each combat, and an additional 2 if they survived. Gain a Syndra.	https://raw.communitydragon.org/pbe/game/assets/maps/particles/tft/item_icons/augments/hexcore/lifelonglearner1.tft_set6.png
Luden's Echo (1/2/3)	When your units cast and deal Ability damage, the first target hit and a nearby enemy take 135/200/275 bonus magic damage.	https://raw.communitydragon.org/pbe/game/assets/maps/particles/tft/item_icons/augments/hexcore/ludens-echo-i.tft_set6_stage2.png,https://raw.communitydragon.org/pbe/game/assets/maps/particles/tft/item_icons/augments/hexcore/ludens-echo-ii.tft_set6_stage2.png,https://raw.communitydragon.org/pbe/game/assets/maps/particles/tft/item_icons/augments/hexcore/ludens-echo-iii.tft_set6_stage2.png
Makeshift Armor (1/2/3)	Your units with no items gain 35/55/80 Armor and Magic Resist.	https://raw.communitydragon.org/pbe/game/assets/maps/particles/tft/item_icons/augments/hexcore/makeshift1.tft_set6.png,https://raw.communitydragon.org/pbe/game/assets/maps/particles/tft/item_icons/augments/hexcore/makeshift2.tft_set6.png,https://raw.communitydragon.org/pbe/game/assets/maps/particles/tft/item_icons/augments/hexcore/makeshift3.tft_set6.png
March of Progress (3)	Gain 5 bonus experience points per round. You can no longer use gold to level up.	https://raw.communitydragon.org/pbe/game/assets/maps/particles/tft/item_icons/augments/hexcore/slowandsteady3.tft_set6.png
Meditation (1/2/3)	Your units without items equipped restore 5/7/10 Mana per second.	https://raw.communitydragon.org/pbe/game/assets/maps/particles/tft/item_icons/augments/hexcore/meditation-i-a.tft_set6_stage2.png,https://raw.communitydragon.org/pbe/game/assets/maps/particles/tft/item_icons/augments/hexcore/meditation-ii-a.tft_set6_stage2.png,https://raw.communitydragon.org/pbe/game/assets/maps/particles/tft/item_icons/augments/hexcore/meditation-iii-a.tft_set6_stage2.png
Mercenary Heart/Crest/Soul	1: Your team counts as having 1 additional Mercenary.  2: Gain a Mercenary Emblem and 3 gold.  3: Your team counts as having 2 additional Mercenaries.	https://raw.communitydragon.org/pbe/game/assets/maps/particles/tft/item_icons/augments/hexcore/mercenaryheart1.tft_set6.png,https://raw.communitydragon.org/pbe/game/assets/maps/particles/tft/item_icons/augments/hexcore/mercenaryemblem2.tft_set6.png,https://raw.communitydragon.org/pbe/game/assets/maps/particles/tft/item_icons/augments/hexcore/mercenarysoul3.tft_set6.png
Metabolic Accelerator (2)	Your Tactician moves faster and heals 2 Health after a PvP round.	https://raw.communitydragon.org/pbe/game/assets/maps/particles/tft/item_icons/augments/hexcore/metabolicaccel2.tft_set6.png
Mutant Heart/Crest/Crown	1: Your team counts as having 1 additional Mutant. Gain a Rek'Sai.  2: Gain a Mutant Emblem and a Kassadin.  3: Gain 2 Mutant Emblems.	https://raw.communitydragon.org/pbe/game/assets/maps/particles/tft/item_icons/augments/hexcore/mutantheart1.tft_set6.png,https://raw.communitydragon.org/pbe/game/assets/maps/particles/tft/item_icons/augments/hexcore/mutantemblem2.tft_set6.png,https://raw.communitydragon.org/pbe/game/assets/maps/particles/tft/item_icons/augments/hexcore/mutantemblem3.tft_set6.png
New Recruit (3)	Gain +1 maximum team size.	https://raw.communitydragon.org/pbe/game/assets/maps/particles/tft/item_icons/augments/hexcore/newrecruit3.tft_set6.png
One For All (1)	When your Syndicates die, they grant your other Syndicates 20 Attack Damage and Ability Power. Gain an Ashe.	https://raw.communitydragon.org/pbe/game/assets/maps/particles/tft/item_icons/augments/hexcore/oneforall1.tft_set6.png
Overpower (1)	After every 2 attacks, Strikers gain 75% Critical Strike Chance for their next attack. Gain a Rek'sai.	https://raw.communitydragon.org/pbe/game/assets/maps/particles/tft/item_icons/augments/hexcore/overpowered-i.tft_set6_stage2.png
Pandora's Items (1)	Gain a random component. At the start of each round, items on your bench are randomized (excluding Tactician's Crown, Spatula, and consumables).	https://raw.communitydragon.org/pbe/game/assets/maps/particles/tft/item_icons/augments/hexcore/pandora1.tft_set6.png
Payday (1)	After winning your combat, gain 1 bonus gold for each surviving Syndicate. Gain an Ashe.	https://raw.communitydragon.org/pbe/game/assets/maps/particles/tft/item_icons/augments/hexcore/payday1.tft_set6.png
Phalanx (1/2/3)	Your units that start combat in the back 2 rows gain 25/35/50 Armor and Magic Resist.	https://raw.communitydragon.org/pbe/game/assets/maps/particles/tft/item_icons/augments/hexcore/phalanx-i.tft_set6_stage2.png,https://raw.communitydragon.org/pbe/game/assets/maps/particles/tft/item_icons/augments/hexcore/phalanx-ii.tft_set6_stage2.png,https://raw.communitydragon.org/pbe/game/assets/maps/particles/tft/item_icons/augments/hexcore/phalanx-iii.tft_set6_stage2.png
Phony Frontline (1)	Gain 2 Target Dummies.	https://raw.communitydragon.org/pbe/game/assets/maps/particles/tft/item_icons/augments/hexcore/phonyfrontline1.tft_set6.png
Pirates (1)	Mercenary units have a 50% chance to drop 1 gold when they kill an enemy. Gain a Quinn.	https://raw.communitydragon.org/pbe/game/assets/maps/particles/tft/item_icons/augments/hexcore/pirates1.tft_set6.png
Portable Forge (2)	Open an Armory and choose 1 of 3 unique Artifacts crafted by Ornn.	https://raw.communitydragon.org/pbe/game/assets/maps/particles/tft/item_icons/augments/hexcore/portableforge2.tft_set6.png
Radiant Relics (3)	Open an Armory and choose 1 of 4 unique Radiant items.	https://raw.communitydragon.org/pbe/game/assets/maps/particles/tft/item_icons/augments/hexcore/radiantrelic-iii.tft_set6_stage2.png
Recombobulator (1)	Champions on your board permanently transform into random champions that cost 1 more. Gain 2 Magnetic Removers.	https://raw.communitydragon.org/pbe/game/assets/maps/particles/tft/item_icons/augments/hexcore/recombobulator-i.tft_set6_stage2.png
Rich Get Richer (2)	Gain 12 gold. Your maximum interest is increased to 7.	https://raw.communitydragon.org/pbe/game/assets/maps/particles/tft/item_icons/augments/hexcore/richgetricher2.tft_set6.png
Runic Shield (1/2)	1: Arcanists start combat with a shield equal to 300% of their Ability Power for 8 seconds. Gain a Swain.  2: Arcanists start combat with a shield equal to 450% of their Ability Power for 8 seconds. Gain a Vex.	https://raw.communitydragon.org/pbe/game/assets/maps/particles/tft/item_icons/augments/hexcore/runicshield1.tft_set6.png,https://raw.communitydragon.org/pbe/game/assets/maps/particles/tft/item_icons/augments/hexcore/runicshield2.tft_set6.png
Salvage Bin (2)	Gain a random completed item. Selling champions breaks apart their full items into components (excluding Tactician's Crown).	https://raw.communitydragon.org/pbe/game/assets/maps/particles/tft/item_icons/augments/hexcore/salvage2.tft_set6.png
Scholar Heart/Crest/Soul	1: Your team counts as having 1 additional Scholar. Gain a Zyra.  2: Gain a Scholar Emblem and a Zyra.  3: Your team counts as having 2 additional Scholars. Gain 8 gold.	https://raw.communitydragon.org/pbe/game/assets/maps/particles/tft/item_icons/augments/hexcore/scholarheart1.tft_set6.png,https://raw.communitydragon.org/pbe/game/assets/maps/particles/tft/item_icons/augments/hexcore/scholaremblem2.tft_set6.png,https://raw.communitydragon.org/pbe/game/assets/maps/particles/tft/item_icons/augments/hexcore/scholarsoul3.tft_set6.png
Scrap Heart/Crest/Soul	1: Your team counts as having 1 additional Scrap. Gain a Blitzcrank.  2: Gain a Scrap Emblem and a Blitzcrank.  3: Your team counts as having 2 additional Scraps. Gain 8 gold.	https://raw.communitydragon.org/pbe/game/assets/maps/particles/tft/item_icons/augments/hexcore/scrapheart1.tft_set6.png,https://raw.communitydragon.org/pbe/game/assets/maps/particles/tft/item_icons/augments/hexcore/scrapemblem2.tft_set6.png,https://raw.communitydragon.org/pbe/game/assets/maps/particles/tft/item_icons/augments/hexcore/scrapsoul3.tft_set6.png
Second Wind (1/2/3)	After 10 seconds of combat, your units heal 50/75/100% of their missing Health.	https://raw.communitydragon.org/pbe/game/assets/maps/particles/tft/item_icons/augments/hexcore/second--wind-i.tft_set6_stage2.png,https://raw.communitydragon.org/pbe/game/assets/maps/particles/tft/item_icons/augments/hexcore/second--wind-ii.tft_set6_stage2.png,https://raw.communitydragon.org/pbe/game/assets/maps/particles/tft/item_icons/augments/hexcore/second-wind-iii.tft_set6_stage2.png
Self Repair (1)	When the Innovation dies, it will become untargetable and repair itself if an Innovator is still alive. Gain a Zilean.	https://raw.communitydragon.org/pbe/game/assets/maps/particles/tft/item_icons/augments/hexcore/selfrepair1.tft_set6.png
Share the Spotlight (3)	Allies adjacent to a spotlight at the start of combat gain 125% of its bonuses. Gain a Senna.	https://raw.communitydragon.org/pbe/game/assets/maps/particles/tft/item_icons/augments/hexcore/sharespotlight3.tft_set6.png
Sharpshooter (2)	Twinshot's ranged attacks and Abilities can bounce once, dealing 50% less damage. Gain a Corki.	https://raw.communitydragon.org/pbe/game/assets/maps/particles/tft/item_icons/augments/hexcore/sharpshooter2.tft_set6.png
Shrug It Off (1)	Bruisers regenerate 2.5% of their maximum Health each second. Gain a Sejuani.	https://raw.communitydragon.org/pbe/game/assets/maps/particles/tft/item_icons/augments/hexcore/shrugoff1.tft_set6.png
Smoke Bomb (2)	The first time an Assassin drops to 60% health, they briefly enter stealth, becoming untargetable and shedding all negative effects. Any excess damage is reduced by 80%. Gain a Talon.	https://raw.communitydragon.org/pbe/game/assets/maps/particles/tft/item_icons/augments/hexcore/smokebomb2.tft_set6.png
Sniper Heart/Crest/Crown	1: Your team counts as having 1 additional Sniper. Gain an Ashe.  2: Gain a Sniper Emblem and an Ashe.  3: Gain 2 Sniper Emblems.	https://raw.communitydragon.org/pbe/game/assets/maps/particles/tft/item_icons/augments/hexcore/sniperheart1.tft_set6.png,https://raw.communitydragon.org/pbe/game/assets/maps/particles/tft/item_icons/augments/hexcore/sniperemblem2.tft_set6.png,https://raw.communitydragon.org/pbe/game/assets/maps/particles/tft/item_icons/augments/hexcore/sniperemblem3.tft_set6.png
Sniper's Nest (1)	Snipers gain +10% damage for each round fought from the same starting hex (Maximum +40%). Gain an Ashe.	https://raw.communitydragon.org/pbe/game/assets/maps/particles/tft/item_icons/augments/hexcore/snipersnest1.tft_set6.png
So Small (1)	Yordles gain 35% Dodge Chance. Gain a Corki.	https://raw.communitydragon.org/pbe/game/assets/maps/particles/tft/item_icons/augments/hexcore/sosmall1.tft_set6.png
Socialite Heart/Soul	1: Your team counts as having 1 additional Socialite.   3: Your team counts as having 2 additional Socialites.	https://raw.communitydragon.org/pbe/game/assets/maps/particles/tft/item_icons/augments/hexcore/socialiteheart1.tft_set6.png,https://raw.communitydragon.org/pbe/game/assets/maps/particles/tft/item_icons/augments/hexcore/socialitesoul3.tft_set6.png
Spell Blade (2)	After casting their Ability, Arcanists' next attack deals bonus magic damage equal to 200% of their Ability Power. Gain a Swain.	https://raw.communitydragon.org/pbe/game/assets/maps/particles/tft/item_icons/augments/hexcore/spellblade2.tft_set6.png
Stand Behind Me (1)	Bodyguards' Armor bonus is increased by 25%. At the start of combat, Bodyguards grant 100% of their Armor bonus to non-Bodyguard allies directly behind them (does not stack). Gain a Blitzcrank.	https://raw.communitydragon.org/pbe/game/assets/maps/particles/tft/item_icons/augments/hexcore/standbehind1.tft_set6.png
Stand United (1/2/3)	Your units gain 2/3/5 Attack Damage and Ability Power per Trait active across your army.	https://raw.communitydragon.org/pbe/game/assets/maps/particles/tft/item_icons/augments/hexcore/standunited1.tft_set6.png,https://raw.communitydragon.org/pbe/game/assets/maps/particles/tft/item_icons/augments/hexcore/standunited2.tft_set6.png,https://raw.communitydragon.org/pbe/game/assets/maps/particles/tft/item_icons/augments/hexcore/standunited3.tft_set6.png
Stored Power (1)	Your Hextech champions permanently gain 1 Ability Power each time they are hit by your Hexcore's pulses. Gain a Swain.	https://raw.communitydragon.org/pbe/game/assets/maps/particles/tft/item_icons/augments/hexcore/stored-power-i.tft_set6_stage2.png
Striker Heart/Crest/Crown	1: Your team counts as having 1 additional Striker. Gain a Rek'Sai.  2: Gain a Striker Emblem and a Rek'sai.  3: Gain 2 Striker Emblems.	https://raw.communitydragon.org/pbe/game/assets/maps/particles/tft/item_icons/augments/hexcore/striker-heart.tft_set6_stage2.png,https://raw.communitydragon.org/pbe/game/assets/maps/particles/tft/item_icons/augments/hexcore/striker-crest.tft_set6_stage2.png,https://raw.communitydragon.org/pbe/game/assets/maps/particles/tft/item_icons/augments/hexcore/striker-crown.tft_set6_stage2.png
Sunfire Board (2)	At the start of combat, burn all enemies for 20% of their maximum Health over 10 seconds and reduce healing received by 50%.	https://raw.communitydragon.org/pbe/game/assets/maps/particles/tft/item_icons/augments/hexcore/sunfireboard2.tft_set6.png
Swift Justice (1)	Your Enforcers deal true damage to enemies below 50% Health. Gain a Sejuani.	https://raw.communitydragon.org/pbe/game/assets/maps/particles/tft/item_icons/augments/hexcore/swift-justice-i.tft_set6_stage2.png
Syndicate Heart/Crest/Crown	1: Your team counts as having 1 additional Syndicate. Gain a Zyra.  2: Gain a Syndicate Emblem and a Zyra.  3: Gain 2 Syndicate Emblems.	https://raw.communitydragon.org/pbe/game/assets/maps/particles/tft/item_icons/augments/hexcore/syndicateheart1.tft_set6.png,https://raw.communitydragon.org/pbe/game/assets/maps/particles/tft/item_icons/augments/hexcore/syndicateemblem2.tft_set6.png,https://raw.communitydragon.org/pbe/game/assets/maps/particles/tft/item_icons/augments/hexcore/syndicateemblem3.tft_set6.png
The Golden Egg (3)	Gain a massive golden egg that hatches in 7 turns.	https://raw.communitydragon.org/pbe/game/assets/maps/particles/tft/item_icons/augments/hexcore/the-golden-egg-iii.tft_set6_stage2.png
Thieving Rascals (2)	Free Yordles from the portal have a 40% chance to arrive holding an item component. Gain a Lulu.	https://raw.communitydragon.org/pbe/game/assets/maps/particles/tft/item_icons/augments/hexcore/thieving-rascals-ii.tft_set6_stage2.png
Three's Company (2)	Gain 4 random 3-cost champions.	https://raw.communitydragon.org/pbe/game/assets/maps/particles/tft/item_icons/augments/hexcore/threes-company-ii.tft_set6_stage2.png
Thrill of the Hunt (1/2)	Your units heal 400/700 Health on kill.	https://raw.communitydragon.org/pbe/game/assets/maps/particles/tft/item_icons/augments/hexcore/thrillhunt1.tft_set6.png,https://raw.communitydragon.org/pbe/game/assets/maps/particles/tft/item_icons/augments/hexcore/thrillhunt2.tft_set6.png
Tinker (1)	Gain a Magnetic Remover or Reforger every 1 combat round(s) with the Scrap trait active.	https://raw.communitydragon.org/pbe/game/assets/maps/particles/tft/item_icons/augments/hexcore/tinker1.tft_set6.png
Tiny Titans (2)	Your Tactician heals 35 Health, grows larger, and has 135 maximum Health.	https://raw.communitydragon.org/pbe/game/assets/maps/particles/tft/item_icons/augments/hexcore/tiny-titans-ii.tft_set6_stage2.png
Titanic Force (2)	Your units with more than 1400 maximum Health gain Attack Damage equal to 3% of their maximum Health.	https://raw.communitydragon.org/pbe/game/assets/maps/particles/tft/item_icons/augments/hexcore/titanicforce2.tft_set6.png
Trade Sector (2)	Gain a free Shop refresh each round.	https://raw.communitydragon.org/pbe/game/assets/maps/particles/tft/item_icons/augments/hexcore/trade2.tft_set6.png
Treasure Trove (1/2/3)	Gain 1/1/3 blue and 1/2/2 gray loot orb(s).	https://raw.communitydragon.org/pbe/game/assets/maps/particles/tft/item_icons/augments/hexcore/treasure-trove-i.tft_set6_stage2.png,https://raw.communitydragon.org/pbe/game/assets/maps/particles/tft/item_icons/augments/hexcore/treasure-trove-ii.tft_set6_stage2.png,https://raw.communitydragon.org/pbe/game/assets/maps/particles/tft/item_icons/augments/hexcore/treasure-trove-iii.tft_set6_stage2.png
Tri Force (1/2/3)	Your 3-cost units gain 233/333/433 Health, 13/23/33 starting Mana, and 23/33/43% Attack Speed.	https://raw.communitydragon.org/pbe/game/assets/maps/particles/tft/item_icons/augments/hexcore/tri-force-i.tft_set6_stage2.png,https://raw.communitydragon.org/pbe/game/assets/maps/particles/tft/item_icons/augments/hexcore/tri-force-ii.tft_set6_stage2.png,https://raw.communitydragon.org/pbe/game/assets/maps/particles/tft/item_icons/augments/hexcore/tri-force-iii.tft_set6_stage2.png
True Twos (2)	Gain 2 random 2-star 2-cost units.	https://raw.communitydragon.org/pbe/game/assets/maps/particles/tft/item_icons/augments/hexcore/true-twos-ii.tft_set6_stage2.png
Twinshot Heart/Soul	1: Your team counts as having 1 additional Twinshot. Gain a Corki.  3: Your team counts as having 2 additional Twinshots. Gain 8 gold.	https://raw.communitydragon.org/pbe/game/assets/maps/particles/tft/item_icons/augments/hexcore/twinshotheart1.tft_set6.png,https://raw.communitydragon.org/pbe/game/assets/maps/particles/tft/item_icons/augments/hexcore/twinshotsoul3.tft_set6.png
Underdogs (1)	Whenever your team has fewer units alive than your opponent, your units regenerate 9% Health each second (maximum: 150).	https://raw.communitydragon.org/pbe/game/assets/maps/particles/tft/item_icons/augments/hexcore/underdogs1.tft_set6.png
Unstable Evolution (1)	Mutants randomly gain one of the following when they reach 2 star: 500 Health, 30% Attack Speed, 30 Attack Damage, or 30 Ability Power. These bonuses stack. Gain a Rek'Sai.	https://raw.communitydragon.org/pbe/game/assets/maps/particles/tft/item_icons/augments/hexcore/unstableevolution1.tft_set6.png
Verdant Veil (3)	Your units are immune to crowd control effects for the first 15 seconds of combat.	https://raw.communitydragon.org/pbe/game/assets/maps/particles/tft/item_icons/augments/hexcore/verdant-veil-iii.tft_set6_stage2.png
Very VIP (2)	When an ally dies, they grant the Debonair VIP 30% of their maximum Health for the rest of combat. Gain a Syndra.	https://raw.communitydragon.org/pbe/game/assets/maps/particles/tft/item_icons/augments/hexcore/vvip-ii.tft_set6_stage2.png
Weakspot (1/2/3)	Your units' attacks ignore 20/40/60% of the target's Armor and reduce healing received by 50% for 5 seconds.	https://raw.communitydragon.org/pbe/game/assets/maps/particles/tft/item_icons/augments/hexcore/weakspot1.tft_set6.png,https://raw.communitydragon.org/pbe/game/assets/maps/particles/tft/item_icons/augments/hexcore/weakspot2.tft_set6.png,https://raw.communitydragon.org/pbe/game/assets/maps/particles/tft/item_icons/augments/hexcore/weakspot3.tft_set6.png
Windfall (3)	Gain gold based on the number of augments you have now.<br>0 = 18g, 1 = 30g, 2 = 45g	https://raw.communitydragon.org/pbe/game/assets/maps/particles/tft/item_icons/augments/hexcore/windfall3.tft_set6.png
Wise Spending (3)	Gain 4 gold. When you refresh your Shop, gain 2 experience point(s).	https://raw.communitydragon.org/pbe/game/assets/maps/particles/tft/item_icons/augments/hexcore/wisespending3.tft_set6.png
Woodland Charm (3)	At the start of combat, your highest Health Champion creates a 1600 Health copy of themself (excluding items).	https://raw.communitydragon.org/pbe/game/assets/maps/particles/tft/item_icons/augments/hexcore/woodlandcharm3.tft_set6.png
Woodland Trinket (2)	At the start of combat, your highest Attack Speed champion creates two 250 Health copies of themself (excluding items).	https://raw.communitydragon.org/pbe/game/assets/maps/particles/tft/item_icons/augments/hexcore/woodland-trinket-ii.tft_set6_stage2.png